map<int,double>_sorted 10 0.051 0.045 0.035
map<int,double>_sorted 20 0.096 0.073 0.054
map<int,double>_sorted 40 0.125 0.068 0.056
map<int,double>_sorted 80 0.224 0.079 0.063
map<int,double>_sorted 160 0.511 0.099 0.118
map<int,double>_sorted 320 0.815 0.14 0.092
map<int,double>_sorted 640 2.476 0.163 0.133
map<int,double>_sorted 1280 5.021 0.148 0.128
map<int,double>_sorted 2560 12.175 0.218 0.349
